row_id,itemid,label,abbreviation,linksto
1766,225234,18 gauge site appear,18 gauge site appear,chartevents
1767,225230,20 gauge reason discontinued,20 gauge reason discontinued,chartevents
1768,228012,18 g infiltration scale,18 g infiltration scale,chartevents
1769,224121,22 gauge reason discontinued,22 gauge reason discontinued,chartevents
1770,229466,24 g infiltration scale,24 g infiltration scale,chartevents
1771,225237,16 gauge site appear,16 gauge site appear,chartevents
1772,225236,16 gauge reason discontinued,16 gauge reason discontinued,chartevents
1773,228013,20 g phlebitis scale,20 g phlebitis scale,chartevents
1774,224119,22 gauge site appear,22 gauge site appear,chartevents
1775,228014,20 g infiltration scale,20 g infiltration scale,chartevents
1776,228018,ric infiltration scale,ric infiltration scale,chartevents
1777,228015,22 g phlebitis scale,22 g phlebitis scale,chartevents
1778,225760,ric site appear,ric site appear,chartevents
1779,225239,14 gauge reason discontinued,14 gauge reason discontinued,chartevents
1780,228011,18 g phlebitis scale,18 g phlebitis scale,chartevents
1781,225231,20 gauge site appear,20 gauge site appear,chartevents
1782,228009,16 g phlebitis scale,16 g phlebitis scale,chartevents
1783,225233,18 gauge reason discontinued,18 gauge reason discontinued,chartevents
1784,225759,ric reason discontinued,ric reason discontinued,chartevents
1785,224070,sitter,sitter,chartevents
1786,227672,violent restraints ordered,violent restraints ordered,chartevents
1787,227955,food and fluid,food and fluid,chartevents
1788,224075,education readiness,education readiness,chartevents
1789,227965,restraint device (violent),restraint device (violent),chartevents
1790,224063,restraint type,restraint type,chartevents
1791,227344,iv/saline lock,iv/saline lock,chartevents
1792,227676,reason for restraints (non-violent),reason for restraints (non-violent),chartevents
1793,227964,reason for restraint (violent),reason for restraint (violent),chartevents
1794,227675,face to face eval (violent),face to face eval (violent),chartevents
1795,227956,urinal/bedpan,urinal/bedpan,chartevents
1796,224025,spiritual support,spiritual support,chartevents
1797,228879,education readiness/motivation,education readiness/motivation,chartevents
1798,224859,status and comfort (behavioral),status and comfort (behavioral),chartevents
1799,227665,immobilizer evaluated,immobilizer evaluated,chartevents
1800,227954,status and comfort,status and comfort,chartevents
1801,227967,restraint/seclusion observer sheet,restraint/seclusion observer sheet,chartevents
1802,227963,restraints ordered (violent),restraints ordered (violent),chartevents
1803,224067,range of motion,range of motion,chartevents
1804,227662,patient/family informed_v2,patient/family informed_v2,chartevents
1805,227680,restraint location_v2,restraint location_v2,chartevents
1806,227663,immobilizer,immobilizer,chartevents
1807,227677,reason for restraint/seclusion (violent),reason for restraint/seclusion (violent),chartevents
1808,227959,restraints evaluated,restraints evaluated,chartevents
1809,227960,patient/family informed,patient/family informed,chartevents
1810,224076,education barrier,education barrier,chartevents
1811,228880,education existing knowledge,education existing knowledge,chartevents
1812,224072,education learner,education learner,chartevents
1813,227674,face to face eval (non-violent),face to face eval (non-violent),chartevents
1814,227678,restraint device (non-violent),restraint device (non-violent),chartevents
1815,227953,range of motion,range of motion,chartevents
1816,227948,restraint device (non-violent),restraint device (non-violent),chartevents
1817,227666,immobilizer location,immobilizer location,chartevents
1818,227669,side rails (restraint),side rails (restraint),chartevents
1819,227679,restraint device (violent),restraint device (violent),chartevents
1820,227667,reason for immobilizer,reason for immobilizer,chartevents
1821,227671,non-violent restraints,non-violent restraints,chartevents
1822,227951,circulation/skin integrity,circulation/skin integrity,chartevents
1823,227961,side  rails,side  rails,chartevents
1824,227342,secondary diagnosis,secondary diagnosis,chartevents
1825,227670,violent restraints,violent restraints,chartevents
1826,227684,safety measures,safety measures,chartevents
1827,224077,education method,education method,chartevents
1828,227673,non-violent restraints ordered,non-violent restraints ordered,chartevents
1829,227949,face to face eval (non-violent),face to face eval (non-violent),chartevents
1830,227957,signs of injury from intervention,signs of injury from intervention,chartevents
1831,224069,side rails_v1,side rails_v1,chartevents
1832,227682,restraints evaluated_v2,restraints evaluated_v2_,chartevents
1833,227346,mental status,mental status,chartevents
1834,227952,position change,position change,chartevents
1835,227966,face to face eval (violent),face to face eval (violent),chartevents
1836,224064,restraint location_v1,restraint location_v1,chartevents
1837,227946,restraint ordered (non-violent),restraint ordered (non-violent),chartevents
1838,224854,reason for restraint (acute medical/surgical)_v1,reason for restraint (acute m/s)_v1,chartevents
1839,224857,less restrictive measures (behavioral),less restrictive measures (behavioral),chartevents
1840,227969,safety measures,safety measures,chartevents
1841,227945,restraint (non-violent),restraint (non-violent),chartevents
1842,224062,less restrictive measures (acute med/surgical),less restrictive measures (acute m/s),chartevents
1843,227341,history of falling (within 3 mnths),history of falling (within 3 mnths)*,chartevents
1844,227958,less restrictive measures,less restrictive measures,chartevents
1845,227681,less restrictive measures_v1,less restrictive measures,chartevents
1846,227700,safety measures,safety measures,chartevents
1847,224024,family communication,family communication,chartevents
1848,224065,circulation/skin integrity,circulation/skin integrity,chartevents
1849,227668,side rails_v2,side rails_v2,chartevents
1850,227950,restraint location,restraint location,chartevents
1851,224068,restraints evaluated_v1,restraints evaluated_v1,chartevents
1852,224073,education topic,education topic,chartevents
1853,227343,ambulatory aid,ambulatory aid,chartevents
1854,224078,education handout,education handout,chartevents
1855,227944,side rails,side rails,chartevents
1856,224061,reason for restraint (behavioral)_v1,reason for restraint (behavioral)_v1,chartevents
1857,224079,education response,education response,chartevents
1858,224066,position change,position change,chartevents
1859,227947,reason for restraint (non-violent),reason for restraint (non-violent),chartevents
1860,224858,patient behavior during application,pt. behavior w/ application (behavioral),chartevents
1861,227345,gait/transferring,gait/transferring,chartevents
1862,227664,immobilizer device,immobilizer device,chartevents
1863,224023,support systems,support systems,chartevents
1864,227683,restraint/seclusion observer sheet,restraint/seclusion observer sheet,chartevents
1865,227962,restraints (violent),restraints (violent),chartevents
1866,229600,cauti info given,cauti info given,chartevents
1867,224835,temporary ventricular capture,temp ventricular capture,chartevents
1868,224844,permanent pacemaker mode,permanent pacemaker mode,chartevents
1869,224866,temporary atrial capture,temp atrial capture,chartevents
1870,223966,transcutaneous pacer placement,transcutaneous pacer placement,chartevents
1871,223964,transcutaneous pacer,transcutaneous pacer,chartevents
1872,223955,temporary pacemaker type,temp pacemaker type,chartevents
1873,224390,temporary atrial sens,temp atrial sens,chartevents
1874,224834,temporary ventricular sens,temp ventricular sens,chartevents
1875,223956,temporary pacemaker mode,temp pacemaker mode,chartevents
1876,223961,temporary pacemaker wire condition,temp pacemaker wire condition,chartevents
1877,229850,pven (ch),pven (ch),chartevents
1878,229842,flow (ch),flow (ch),chartevents
1879,229280,fio2 (ecmo),fio2 (ecmo),chartevents
1880,229855,delta p alarm (ch),delta p alarm (ch),chartevents
1881,229277,speed (ecmo),speed (ecmo),chartevents
1882,229365,p1 - p2 (ecmo),p1 - p2 (ecmo),chartevents
1883,229841,fio2 (ch),fio2 (ch),chartevents
1884,229272,flow alarm (lo) (ecmo),flow alarm (lo) (ecmo),chartevents
1885,229363,p1 (ecmo),p1 (ecmo),chartevents
1886,229852,delta p (ch),delta p (ch),chartevents
1887,229364,p2 (ecmo),p2 (ecmo),chartevents
1888,229843,flow alarm (hi) (ch),flow alarm (hi) (ch),chartevents
1889,229847,svo2 alarm (lo) (ch),svo2 alarm (lo) (ch),chartevents
1890,229849,part alarm (hi) (ch),part alarm (hi) (ch),chartevents
1891,229270,flow (ecmo),flow (ecmo),chartevents
1892,229848,pven alarm (lo) (ch),pven alarm (lo) (ch),chartevents
1893,229844,flow alarm (lo) (ch),flow alarm (lo) (ch),chartevents
1894,229845,speed (ch),speed (ch),chartevents
1895,229851,part (ch),part (ch),chartevents
1896,229271,flow alarm (hi) (ecmo),flow alarm (hi) (ecmo),chartevents
1897,224654,paedp,dia - unassisted,chartevents
1898,224317,abi ankle bp r,abi ankle bp r,chartevents
1899,224322,iabp mean,map - assisted,chartevents
1900,224652,unassisted systole,sys - unassisted,chartevents
1901,228866,plateau pressure (iabp),plateau pressure (iabp),chartevents
1902,224310,augmented diastole,aug,chartevents
1903,228146,abi brachial bp r,abi brachial bp r,chartevents
1904,224315,abi brachial bp l,abi brachial bp l,chartevents
1905,224309,assisted systole,sys - assisted,chartevents
1906,224311,baedp,dia - assisted,chartevents
1907,228145,abi ankle bp l,abi ankle bp l,chartevents
1908,220602,chloride (serum),chloride (serum),chartevents
1909,220632,ldh,ldh,chartevents
1910,225683,zsed rate,zsed rate,chartevents
1911,225688,ztobramycin (peak),ztobramycin (peak),chartevents
1912,225692,total granulocyte count (tgc),total granulocyte count (tgc),chartevents
1913,220581,amylase,amylase,chartevents
1914,225637,differential-atyps,differential-atyps,chartevents
1915,225680,zprocan napa,zprocan napa,chartevents
1916,226537,glucose (whole blood),glucose (whole blood),chartevents
1917,229373,uf heparin (anti-xa)_u_1,uf heparin (anti-xa)_u_1,chartevents
1918,220546,wbc,wbc,chartevents
1919,226062,venous co2 pressure,pco2 (venous),chartevents
1920,220650,total protein,total protein,chartevents
1921,225664,glucose finger stick (range 70-100),glucose fs (range 70 -100),chartevents
1922,225690,total bilirubin,total bilirubin,chartevents
1923,226068,zgentamicin (trough),zgentamicin (trough),chartevents
1924,228239,phenytoin (free) (soft),phenytoin (free) (soft),chartevents
1925,225656,freeform chemistry,freeform chemistry,chartevents
1926,220562,zptt,zptt,chartevents
1927,220574,zalbumin,zalbumin,chartevents
1928,229356,differential - immature granulocytes,differential - immature granulocytes,chartevents
1929,220235,arterial co2 pressure,pco2 (arterial),chartevents
1930,220560,zprothrombin time,zpt,chartevents
1931,225678,zplatelet count,zplatelet count,chartevents
1932,225622,zbrain natiuretic peptide (bnp),zbrain natiuretic peptide (bnp),chartevents
1933,225698,tco2 (calc) arterial,tco2 (calc) arterial,chartevents
1934,229358,absolute count - lymphs,absolute count - lymphs,chartevents
1935,225685,thiocynate,thiocynate,chartevents
1936,220274,ph (venous),ph (venous),chartevents
1937,220612,zc reactive protein (crp),zc reaction protein (crp),chartevents
1938,225636,d-dimer,d-dimer,chartevents
1939,225659,freeform enzymes,freeform enzymes,chartevents
1940,228243,ph (soft),ph (soft),chartevents
1941,220734,ph (dipstick),ph (dipstick),chartevents
1942,225628,ck-mb fraction (%),ck-mb fraction (%),chartevents
1943,229355,absolute neutrophil count,absolute neutrophil count,chartevents
1944,220224,arterial o2 pressure,po2 (arterial),chartevents
1945,220615,creatinine (serum),creatinine (serum),chartevents
1946,225643,differential-neuts,differential-neuts,chartevents
1947,225693,triglyceride,triglyceride,chartevents
1948,225642,differential-monos,differential-monos,chartevents
1949,225645,zphenytoin (dilantin),zphenytoin (dilantin),chartevents
1950,225672,lipase,lipase,chartevents
1951,225639,differential-basos,differential-basos,chartevents
1952,225657,freeform coags,freeform coags,chartevents
1953,225677,phosphorous,phosphorous,chartevents
1954,225686,zthrombin,zthrombin,chartevents
1955,225625,calcium non-ionized,calcium non-ionized,chartevents
1956,225674,mixed venous o2% sat,mixed venous o2% sat,chartevents
1957,228242,pt. temperature (bg) (soft),pt. temperature (bg) (soft),chartevents
1958,220507,activated clotting time,act,chartevents
1959,220640,zpotassium (serum),zpotassium (serum),chartevents
1960,220799,zspecific gravity (urine),zspecific gravity (urine),chartevents
1961,226066,ztobramycin (trough),ztobramycin (trough),chartevents
1962,226504,phenytoin (free),phenytoin (free),chartevents
1963,227516,po2 (mixed venous),po2 (mixed venous),chartevents
1964,225624,bun,bun,chartevents
1965,225632,zck-mb,zck-mb,chartevents
1966,225697,zvancomycin (peak),zvancomycin (peak),chartevents
1967,226540,hematocrit (whole blood - calc),hematocrit (whole blood - calc),chartevents
1968,225670,zldl measured,zldl measured,chartevents
1969,225694,ztropinin - t,ztropinin - t,chartevents
1970,226063,venous o2 pressure,po2 (venous),chartevents
1971,220228,hemoglobin,hemoglobin,chartevents
1972,225655,zfk506,zfk506,chartevents
1973,229372,at ( antithrombin funct),at ( antithrombin funct),chartevents
1974,226535,zpotassium (whole blood),zpotassium (whole blood),chartevents
1975,227073,anion gap,anion gap,chartevents
1976,220227,arterial o2 saturation,sao2,chartevents
1977,225634,ck (cpk),ck (cpk),chartevents
1978,225662,zgentamicin (peak),zgentamicin (peak),chartevents
1979,225676,zphenobarbital,zphenobarbital,chartevents
1980,225612,alkaline phosphate,alkaline phosphate,chartevents
1981,227685,zcentral venous o2% sat,zcentral venous o2% sat,chartevents
1982,220645,sodium (serum),sodium (serum),chartevents
1983,229357,absolute count - neuts,absolute count - neuts,chartevents
1984,220611,zcortisol,zcortisol,chartevents
1985,226536,chloride (whole blood),chloride (whole blood),chartevents
1986,226065,zvancomycin (random),zvancomycin (random),chartevents
1987,225695,uric acid,uric acid,chartevents
1988,220644,alt,alt,chartevents
1989,225684,serum osmolality,serum osmolality,chartevents
1990,229359,absolute count - monos,absolute count - monos,chartevents
1991,223679,tco2 (calc) venous,tco2 (calc) venous,chartevents
1992,225641,differential-lymphs,differential-lymphs,chartevents
1993,226069,zgentamicin (random),zgentamicin (random),chartevents
1994,220561,zinr,zinr,chartevents
1995,220624,hdl,hdl,chartevents
1996,225658,freeform drug level,freeform drug level,chartevents
1997,220603,cholesterol,cholesterol,chartevents
1998,225660,freeform hematology,freeform hematology,chartevents
1999,220545,hematocrit (serum),hematocrit (serum),chartevents
2000,226067,ztobramycin (random),ztobramycin (random),chartevents
2001,220541,zfibrinogen,zfibrinogen,chartevents
2002,223830,ph (arterial),ph (arterial),chartevents
2003,225671,ldl calculated,ldl calculated,chartevents
2004,225644,zdigoxin,zdigoxin,chartevents
2005,228241,ammonia (soft)_old_1,ammonia (soft)_old_1,chartevents
2006,229360,absolute count - eos,absolute count - eos,chartevents
2007,224826,zhco3 (serum),zhco3 (serum),chartevents
2008,224828,arterial base excess,arterial base excess,chartevents
2009,225679,zprocan,zprocan,chartevents
2010,229761,creatinine (whole blood),creatinine (whole blood),chartevents
2011,220580,ammonia,ammonia,chartevents
2012,225667,ionized calcium,ionized calcium,chartevents
2013,226064,zvancomycin (trough),zvancomycin (trough),chartevents
2014,226541,scvo2 central venous o2% sat,scvo2 central venous o2% sat,chartevents
2015,229362,absolute count - retic,absolute count - retic,chartevents
2016,225638,differential-bands,differential-bands,chartevents
2017,225651,direct bilirubin,direct bilirubin,chartevents
2018,220587,ast,ast,chartevents
2019,225668,lactic acid,lactic acid,chartevents
2020,229361,absolute count - basos,absolute count - basos,chartevents
2021,227686,central venous o2% sat,central venous o2% sat,chartevents
2022,220621,glucose (serum),glucose (serum),chartevents
2023,225640,differential-eos,differential-eos,chartevents
2024,226534,sodium (whole blood),sodium (whole blood),chartevents
2025,227586,gi ph,gi ph,chartevents
2026,229371,bladder scan estimate,bladder scan estimate,chartevents
2027,229301,gi #2 tube mark (cm),gi #2 tube mark (cm),chartevents
2028,229302,gi #3 tube mark (cm),gi #3 tube mark (cm),chartevents
2029,229300,gi #1 tube mark (cm),gi #1 tube mark (cm),chartevents
2030,228371,do2i (nicom),do2i (nicom),chartevents
2031,228378,tfcd (nicom),tfcd (nicom),chartevents
2032,228381,total peripheral resistance (tpr) (nicom),tpr (nicom),chartevents
2033,228379,tfcd0 (nicom),tfcd0 (nicom),chartevents
2034,228377,svi change,svi change,chartevents
2035,228370,co / ci change,co / ci change,chartevents
2036,228374,stroke volume (sv nicom),stroke volume (sv nicom),chartevents
2037,228382,total peripheral resistance index (tpri) (nicom),tpri (nicom),chartevents
2038,228369,cardiac output (co nicom),cardiac output (co nicom),chartevents
2039,228375,stroke volume index (svi nicom),stroke volume index (svi nicom),chartevents
2040,228376,stroke volume variation (svv nicom),stroke volume variation (svi nicom),chartevents
2041,228368,cardiac index (ci nicom),cardiac index (ci nicom),chartevents
2042,228380,thoracic fluid content (tfc) (nicom),tfc (nicom),chartevents
2043,228179,elwi (picco),elwi (picco),chartevents
2044,228181,itbvi (picco),itbvi (picco),chartevents
2045,228184,svv (picco),svv (picco),chartevents
2046,228183,svri (picco)_old_1,svri (picco)_old_1,chartevents
2047,228185,svri (picco),svri (picco),chartevents
2048,228182,svi (picco),svi (picco),chartevents
2049,228176,cfi (picco),cfi (picco),chartevents
2050,228180,gedi (picco),gedi (picco),chartevents
2051,228178,co (picco),co (picco),chartevents
2052,228177,ci (picco),ci (picco),chartevents
2053,220047,heart rate alarm - low,hr alarm - low,chartevents
2054,220058,arterial blood pressure alarm - high,abp alarm - high,chartevents
2055,220072,central venous pressure alarm - high,cvp alarm - high,chartevents
2056,220056,arterial blood pressure alarm - low,abp alarm - low,chartevents
2057,227717,cerebral perfusion pressure alarm - low,cpp alarm - low,chartevents
2058,220066,pulmonary artery pressure alarm - low,pap alarm - low,chartevents
2059,227716,cerebral perfusion pressure alarm - high,cpp alarm - high,chartevents
2060,223752,non-invasive blood pressure alarm - low,nbp alarm - low,chartevents
2061,220292,minute volume alarm - low,mv alarm - low,chartevents
2062,220046,heart rate alarm - high,hr alarm - high,chartevents
2063,229241,p1 alarm - low,p1 alarm - low,chartevents
2064,229626,pulmonary artery pressure alarm - high (veletri),pap alarm - high (veletri),chartevents
2065,220063,pulmonary artery pressure alarm - high,pap alarm - high,chartevents
2066,223770,o2 saturation pulseoxymetry alarm - low,spo2 alarm - low,chartevents
2067,220073,central venous pressure  alarm - low,cvp alarm - low,chartevents
2068,223769,o2 saturation pulseoxymetry alarm - high,spo2 alarm - high,chartevents
2069,229240,p1 alarm - high,p1 alarm - high,chartevents
2070,229627,pulmonary artery pressure alarm - low (veletri),pap alarm - low (veletri),chartevents
2071,223767,intra cranial pressure alarm - high,icp alarm - high,chartevents
2072,227538,art blood pressure alarm - low,art bp alarm - low,chartevents
2073,227537,art blood pressure alarm - high,art bp alarm - high,chartevents
2074,224161,resp alarm - high,resp alarm - high,chartevents
2075,223768,intra cranial pressure alarm - low,icp alarm - low,chartevents
2076,227991,intra cranial pressure #2 alarm - low,ic2 alarm - low,chartevents
2077,223751,non-invasive blood pressure alarm - high,nbp alarm - high,chartevents
2078,224162,resp alarm - low,resp alarm - low,chartevents
2079,226253,spo2 desat limit,spo2 desat limit,chartevents
2080,220293,minute volume alarm - high,mv alarm - high,chartevents
2081,227990,intra cranial pressure #2 alarm - high,ic2 alarm - high,chartevents
2082,226609,cerebral subdural #2,cerebral subdural #2,outputevents
2083,226613,wound vac #1,wound vac #1,outputevents
2084,226616,anderson,anderson,outputevents
2085,227701,drainage bag,drainage bag,outputevents
2086,226602,jackson pratt #4,jackson pratt #4,outputevents
2087,226599,jackson pratt #1,jackson pratt #1,outputevents
2088,226623,penrose #1,penrose #1,outputevents
2089,226625,tap,tap,outputevents
2090,226622,red rubber,red rubber,outputevents
2091,226620,pigtail #2,pigtail #2,outputevents
2092,226619,pigtail #1,pigtail #1,outputevents
2093,226606,cerebral ventricular #1,cerebral ventricular #1,outputevents
2094,226621,davol,davol,outputevents
2095,226603,t tube,t tube,outputevents
2096,226624,penrose #2,penrose #2,outputevents
2097,226600,jackson pratt #2,jackson pratt #2,outputevents
2098,226598,jp lateral,jp lateral,outputevents
2099,226601,jackson pratt #3,jackson pratt #3,outputevents
2100,226597,jp medial,jp medial,outputevents
2101,226604,hemovac #1,hemovac #1,outputevents
2102,226607,cerebral ventricular #2,cerebral ventricular #2,outputevents
2103,226617,sump #1,sump #1,outputevents
2104,226605,hemovac #2,hemovac #2,outputevents
2105,226608,cerebral subdural #1,cerebral subdural #1,outputevents
2106,226618,sump #2,sump #2,outputevents
2107,226612,pericardial,pericardial,outputevents
2108,226610,lumbar,lumbar,outputevents
2109,226614,wound vac #2,wound vac #2,outputevents
2110,227645,breast feed - l (minutes),breast feed - l (minutes),chartevents
2111,227646,breast feed - r (minutes),breast feed - r (minutes),chartevents
2112,227647,clot size (cm),clot size (cm),chartevents
2113,226580,fecal bag,fecal bag,outputevents
2114,226559,foley,foley,outputevents
2115,226626,or ebl,or ebl,outputevents
2116,226631,pacu urine,pacu urine,outputevents
2117,226560,void,void,outputevents
2118,226563,suprapubic,suprapubic,outputevents
2119,226575,nasogastric,nasogastric,outputevents
2120,226557,r ureteral stent,r ureteral stent,outputevents
2121,226561,condom cath,condom cath,outputevents
2122,226569,anderson (gastric),anderson (gastric),outputevents
2123,226589,chest tube #2,chest tube #2,outputevents
2124,226630,pacu gastric,pacu gastric,outputevents
2125,229413,chest tube #3,chest tube #3,outputevents
2126,226565,l nephrostomy,l nephrostomy,outputevents
2127,227489,gu irrigant/urine volume out,gu irrigant/urine volume out,outputevents
2128,226573,gastric tube,gastric tube,outputevents
2129,226579,stool,stool,outputevents
2130,226593,r pleural #1,r pleural #1,outputevents
2131,226571,emesis,emesis,outputevents
2132,226582,ostomy (output),ostomy (output),outputevents
2133,227511,tf residual output,tf residual output,outputevents
2134,226566,urine and gu irrigant out,urine and gu irrigant out,outputevents
2135,226574,jejunostomy,jejunostomy,outputevents
2136,226584,ileoconduit,ileoconduit,outputevents
2137,226588,chest tube #1,chest tube #1,outputevents
2138,227488,gu irrigant volume in,gu irrigant volume in,outputevents
2139,229414,chest tube #4,chest tube #4,outputevents
2140,227510,tf residual,tf residual,outputevents
2141,226591,l pleural #2,l pleural #2,outputevents
2142,226628,pacu drains,pacu drains,outputevents
2143,226570,blakemore,blakemore,outputevents
2144,226592,mediastinal,mediastinal,outputevents
2145,226595,r pleural #2,r pleural #2,outputevents
2146,226632,cath lab,cath lab,outputevents
2147,226629,pacu ebl,pacu ebl,outputevents
2148,226572,ewald,ewald,outputevents
2149,226627,or urine,or urine,outputevents
2150,226567,straight cath,straight cath,outputevents
2151,226583,rectal tube,rectal tube,outputevents
2152,226590,l pleural #1,l pleural #1,outputevents
2153,226558,l ureteral stent,l ureteral stent,outputevents
2154,226564,r nephrostomy,r nephrostomy,outputevents
2155,226576,oral gastric,oral gastric,outputevents
2156,226633,pre-admission,pre-admission,outputevents
2157,226707,height,height,chartevents
2158,226846,feeding weight,feeding weight,chartevents
2159,226730,height (cm),height (cm),chartevents
2160,226531,admission weight (lbs.),admission weight (lbs.),chartevents
2161,226512,admission weight (kg),admission weight (kg),chartevents
2162,227428,sofa score,sofa score,chartevents
2163,226183,estimated energy needs/kg,estimated energy needs/kg,chartevents
2164,224639,daily weight,daily weight,chartevents
2165,226184,estimated protein needs/kg,estimated protein needs/kg,chartevents
2166,229669,pulmonary atrtery pressure signal - systolic,pulmonary artery pressure signal - systolic,chartevents
2167,228159,purge solution flow rate,purge solution flow rate,chartevents
2168,228149,abi brachial bp l (impella),abi brachial bp l (impella),chartevents
2169,229678,purge solution flow rate (r),purge solution flow rate (r),chartevents
2170,229897,cardiac output (co) (impella),co (impella),chartevents
2171,229311,motor current (ma) high,motor current (ma) high,chartevents
2172,228154,flow rate (impella),flow rate (impella),chartevents
2173,228148,abi ankle bp r (impella),abi ankle bp r (impella),chartevents
2174,229312,motor current (ma) low,motor current (ma) low,chartevents
2175,229898,lvedp (impella),lvedp (impella),chartevents
2176,229899,left ventricular pressure signal - systolic,left ventricular pressure signal - systolic,chartevents
2177,229671,flow rate (impella) (r),flow rate (impella) (r),chartevents
2178,229668,pulmonary artery pressure signal - diastolic,pulmonary artery pressure signal - diastolic,chartevents
2179,228151,aortic pressure signal - diastolic,aortic pressure signal - diastolic,chartevents
2180,229673,motor current (ma) high (r),motor current (ma) high (r),chartevents
2181,229674,motor current (ma) low (r),motor current (ma) low (r),chartevents
2182,224314,abi brachial bp r (impella),abi brachial bp r (impella),chartevents
2183,229900,left ventricular pressure signal - diastolic,left ventricular pressure signal - diastolic,chartevents
2184,224318,abi ankle bp l (impella),abi ankle bp l (impella),chartevents
2185,228152,aortic pressure signal - systolic,aortic pressure signal - systolic,chartevents
2186,228158,purge pressure,purge pressure,chartevents
2187,229896,cardiac power output (cpo),cpo,chartevents
2188,229677,purge pressure (r),purge pressure (r),chartevents
2189,223880,zfree form intake,zfree form intake,chartevents
2190,223877,zcath lab intake,zcath lab intake,chartevents
2191,223878,zor intake,zor intake,chartevents
2192,223881,zgu irrigant intake,zgu irrigant intake,chartevents
2193,223879,zpacu intake,zpacu intake,chartevents
2194,225959,medication added amount  #1 (peritoneal dialysis),medication added amount #1 (pd),chartevents
2195,227438,volume not removed,volume not removed,chartevents
2196,228004,citrate (acd-a),citrate (acd-a),chartevents
2197,227639,medication added amount  #2 (peritoneal dialysis),medication added amount  #2 (pd),chartevents
2198,225183,current goal,current goal,chartevents
2199,229247,trans membrane pressure,tmp,chartevents
2200,225807,volume out (pd),volume out (pd),chartevents
2201,224154,dialysate rate,dialysate rate,chartevents
2202,224153,replacement rate,replacement rate,chartevents
2203,225806,volume in (pd),volume in (pd),chartevents
2204,224149,access pressure,access pressure,chartevents
2205,224144,blood flow (ml/min),blood flow (ml/min),chartevents
2206,224152,return pressure,return pressure,chartevents
2207,226499,hemodialysis output,hemodialysis output,chartevents
2208,225810,dwell time (peritoneal dialysis),dwell time (hours),chartevents
2209,228006,post filter replacement rate,post filter replacement rate,chartevents
2210,224191,hourly patient fluid removal,hourly pfr,chartevents
2211,224150,filter pressure,filter pressure,chartevents
2212,224151,effluent pressure,effluent pressure,chartevents
2213,224404,art lumen volume,art lumen volume,chartevents
2214,224406,ven lumen volume,ven  lumen volume,chartevents
2215,226457,ultrafiltrate output,ultrafiltrate output,chartevents
2216,228005,pbp (prefilter) replacement rate,pbp (prefilter) replacement rate,chartevents
2217,224145,heparin dose (per hour),heparin dose (per hour),chartevents
2218,229248,pressure drop,pressure drop,chartevents
2219,227872,recovery rr - aerobic capacity,recovery rr - aerobic capacity,chartevents
2220,227867,activity o2 sat - aerobic capacity,activity o2 sat - aerobic capacity,chartevents
2221,227925,activity rr - aerobic activity response,activity rr - aerobic activity response,chartevents
2222,227930,recovery hr - aerobic activity response,recovery hr - aerobic activity response,chartevents
2223,227866,activity rr - aerobic capacity,activity rr - aerobic capacity,chartevents
2224,227870,recovery hr - aerobic capacity,recovery hr - aerobic capacity,chartevents
2225,227864,activity hr - aerobic capacity,activity hr - aerobic capacity,chartevents
2226,227873,recovery o2 sat - aerobic capacity,recovery o2 sat - aerobic capacity,chartevents
2227,227919,rest o2 sat - aerobic activity response,rest o2 sat - aerobic activity response,chartevents
2228,227860,rest rr - aerobic capacity,rest rr - aerobic capacity,chartevents
2229,227923,activity hr - aerobic activity response,activity hr - aerobic activity response,chartevents
2230,227858,rest hr - aerobic capacity,rest hr - aerobic capacity,chartevents
2231,227918,rest rr - aerobic activity response,rest rr - aerobic activity response,chartevents
2232,227861,rest o2 sat - aerobic capacity,rest o2 sat - aerobic capacity,chartevents
2233,227926,activity o2 sat - aerobic activity response,activity o2 sat - aerobic activity response,chartevents
2234,227932,recovery rr - aerobic activity response,recovery rr - aerobic activity response,chartevents
2235,227916,rest hr -  aerobic activity response,rest hr -  aerobic activity response,chartevents
2236,227933,recovery o2 sat - aerobic activity response,recovery o2 sat - aerobic activity response,chartevents
2237,229263,speed (rvad),speed (rvad),chartevents
2238,229255,flow (rvad),flow (rvad),chartevents
2239,229254,flow (lvad),flow (lvad),chartevents
2240,229257,flow alarm (hi) (rvad),flow alarm (hi) (rvad),chartevents
2241,229258,flow alarm (lo) (lvad),flow alarm (lo) (lvad),chartevents
2242,229262,speed (lvad),speed (lvad),chartevents
2243,229259,flow alarm (lo) (rvad),flow alarm (lo) (rvad),chartevents
2244,229256,flow alarm (hi) (lvad),flow alarm (hi) (lvad),chartevents
2245,229304,flow (l/min) (heartware),flow (l/min) (heartware),chartevents
2246,229303,speed (rpm) (heartware),speed (rpm) (heartware),chartevents
2247,229307,low flow alarm (heartware),low flow alarm (heartware),chartevents
2248,229306,hct (heartware),hct (heartware),chartevents
2249,229305,power (watts) (heartware),power (watts) (heartware),chartevents
2250,229308,high power alarm (heartware),high power alarm (heartware),chartevents
2251,227215,succynlocholine (intubation),succynlocholine (intubation),chartevents
2252,227214,cis-atracurium (intubation),cis-atracurium (intubation),chartevents
2253,227211,ketamine (intubation),ketamine (intubation),chartevents
2254,227212,etomidate (intubation),etomidate (intubation),chartevents
